epoch,time,train/xy_loss,train/cls_loss,train/l1_loss,train/piou_loss,train/smooth_loss,metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),metrics/precision(C),metrics/recall(C),metrics/mAP50(C),metrics/mAP50-95(C),val/xy_loss,val/cls_loss,val/l1_loss,val/piou_loss,val/smooth_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
106,2157.31,0.00028,0.5371,0.0033,0.29459,0,0.59111,0.56092,0.55778,0.39941,0.03205,0.21323,0.0217,0.03987,nan,nan,nan,nan,nan,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,2177.3,0.00028,0.52935,0.0033,0.2943,0,0.59696,0.56267,0.56409,0.40373,0.03091,0.19546,0.02103,0.03885,nan,nan,nan,nan,nan,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,2197.27,0.00028,0.52362,0.00329,0.29413,0,0.59632,0.55998,0.56213,0.40324,0.03551,0.21633,0.02359,0.04231,nan,nan,nan,nan,nan,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,2217.31,0.00028,0.51757,0.00327,0.29261,0,0.59604,0.56085,0.56173,0.40189,0.03286,0.20761,0.02233,0.04134,nan,nan,nan,nan,nan,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,2237.3,0.00028,0.52014,0.00325,0.29157,0,0.58114,0.56986,0.55772,0.39918,0.03474,0.21452,0.02363,0.04275,nan,nan,nan,nan,nan,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,2257.29,0.00028,0.51385,0.00326,0.29223,0,0.57959,0.57232,0.55777,0.40008,0.03508,0.20603,0.02289,0.04192,nan,nan,nan,nan,nan,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,2277.24,0.00028,0.50943,0.00324,0.29082,0,0.56947,0.56916,0.55496,0.39788,0.03256,0.18794,0.02128,0.04005,nan,nan,nan,nan,nan,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,2297.21,0.00028,0.50158,0.00322,0.28945,0,0.5811,0.56637,0.55969,0.40154,0.03506,0.20254,0.02279,0.04182,nan,nan,nan,nan,nan,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,2317.2,0.00027,0.50125,0.00323,0.28956,0,0.57721,0.56373,0.55893,0.40164,0.03179,0.19071,0.02085,0.03889,nan,nan,nan,nan,nan,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,2337.15,0.00027,0.49304,0.00321,0.28823,0,0.57171,0.57338,0.55776,0.40038,0.03468,0.21777,0.02302,0.04207,nan,nan,nan,nan,nan,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,2357.08,0.00027,0.49085,0.00321,0.28799,0,0.57029,0.57961,0.56097,0.40238,0.03224,0.19577,0.02185,0.04114,nan,nan,nan,nan,nan,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,2377.05,0.00027,0.48479,0.00318,0.28603,0,0.59137,0.55401,0.55909,0.40075,0.03518,0.20406,0.02379,0.04308,nan,nan,nan,nan,nan,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,2409.17,0.00027,0.48437,0.00319,0.28705,0,0.57869,0.56897,0.55905,0.4011,0.03187,0.18541,0.02142,0.04086,nan,nan,nan,nan,nan,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,2429.08,0.00026,0.47588,0.00317,0.28574,0,0.58395,0.56854,0.56244,0.40281,0.03131,0.17386,0.02132,0.04135,nan,nan,nan,nan,nan,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,2448.95,0.00027,0.475,0.00317,0.2855,0,0.56891,0.5657,0.55087,0.3942,0.03367,0.19854,0.02202,0.0411,nan,nan,nan,nan,nan,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,2468.88,0.00027,0.47402,0.00316,0.2848,0,0.57784,0.56533,0.55928,0.40089,0.03455,0.19842,0.02303,0.04212,nan,nan,nan,nan,nan,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,2488.73,0.00026,0.46701,0.00314,0.28321,0,0.5888,0.56792,0.56065,0.40154,0.0345,0.19432,0.02331,0.04189,nan,nan,nan,nan,nan,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,2508.59,0.00027,0.45929,0.00311,0.2815,0,0.5903,0.56135,0.55769,0.39804,0.03538,0.20166,0.02391,0.04234,nan,nan,nan,nan,nan,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,2528.49,0.00027,0.45802,0.00312,0.28163,0,0.5843,0.56552,0.55742,0.39962,0.03391,0.19191,0.02206,0.04033,nan,nan,nan,nan,nan,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,2548.4,0.00027,0.45702,0.00312,0.28092,0,0.58746,0.56755,0.55822,0.3994,0.03538,0.1965,0.02396,0.04299,nan,nan,nan,nan,nan,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,2568.36,0.00027,0.45159,0.0031,0.28029,0,0.5875,0.55708,0.55502,0.39743,0.03671,0.20529,0.02394,0.04391,nan,nan,nan,nan,nan,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,2588.22,0.00026,0.44608,0.00309,0.2789,0,0.59135,0.56684,0.55764,0.39976,0.03852,0.2197,0.02496,0.04521,nan,nan,nan,nan,nan,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,2608.1,0.00026,0.4474,0.00309,0.27935,0,0.5783,0.56837,0.55578,0.39854,0.03371,0.18581,0.02146,0.04131,nan,nan,nan,nan,nan,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,2628.06,0.00026,0.44453,0.00308,0.27866,0,0.5782,0.56728,0.55432,0.39744,0.03734,0.21126,0.02434,0.04357,nan,nan,nan,nan,nan,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,2647.9,0.00026,0.4408,0.00306,0.27781,0,0.57806,0.56358,0.55427,0.39804,0.03699,0.20118,0.02401,0.0437,nan,nan,nan,nan,nan,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,2667.65,0.00025,0.43397,0.00305,0.27676,0,0.59123,0.55855,0.55809,0.3999,0.03475,0.19184,0.02247,0.04121,nan,nan,nan,nan,nan,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,2687.41,0.00026,0.42848,0.00302,0.27461,0,0.57917,0.56863,0.55478,0.39756,0.03893,0.20426,0.02506,0.04523,nan,nan,nan,nan,nan,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,2707.2,0.00026,0.42857,0.00303,0.27504,0,0.58345,0.56229,0.55343,0.3962,0.03579,0.19608,0.02316,0.04293,nan,nan,nan,nan,nan,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,2726.98,0.00026,0.42472,0.00302,0.27474,0,0.59694,0.55458,0.55397,0.39664,0.03658,0.19256,0.02362,0.0429,nan,nan,nan,nan,nan,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,2746.77,0.00026,0.41825,0.00301,0.27345,0,0.59706,0.55598,0.55542,0.39782,0.03606,0.19032,0.02301,0.04372,nan,nan,nan,nan,nan,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,2766.55,0.00025,0.41655,0.003,0.27322,0,0.6005,0.55806,0.55982,0.40102,0.03543,0.18804,0.02228,0.04301,nan,nan,nan,nan,nan,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,2786.31,0.00026,0.41097,0.00298,0.27178,0,0.58956,0.56795,0.55989,0.40097,0.03405,0.18493,0.02152,0.04196,nan,nan,nan,nan,nan,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,2806.06,0.00026,0.41055,0.00298,0.27124,0,0.59977,0.55714,0.55715,0.39938,0.03528,0.18941,0.02231,0.04167,nan,nan,nan,nan,nan,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,2825.82,0.00026,0.40656,0.00296,0.26986,0,0.59754,0.56096,0.55632,0.39862,0.03394,0.18205,0.0214,0.04239,nan,nan,nan,nan,nan,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,2845.63,0.00025,0.40639,0.00295,0.26974,0,0.58991,0.56912,0.56104,0.4023,0.03561,0.18809,0.0226,0.04309,nan,nan,nan,nan,nan,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,2865.44,0.00025,0.40396,0.00295,0.26932,0,0.60382,0.55293,0.55935,0.40071,0.03699,0.19021,0.02314,0.04334,nan,nan,nan,nan,nan,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,2885.26,0.00025,0.40207,0.00294,0.26835,0,0.59168,0.56475,0.55644,0.39859,0.03702,0.1846,0.02306,0.0437,nan,nan,nan,nan,nan,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,2904.96,0.00025,0.3964,0.00293,0.26735,0,0.58534,0.56201,0.55742,0.39909,0.03821,0.19234,0.02394,0.04444,nan,nan,nan,nan,nan,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,2924.66,0.00025,0.39382,0.00292,0.26671,0,0.59006,0.5638,0.55921,0.40051,0.03963,0.19459,0.02479,0.04516,nan,nan,nan,nan,nan,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,2944.35,0.00025,0.3893,0.00292,0.26621,0,0.58818,0.56234,0.55805,0.39962,0.03767,0.19257,0.02384,0.0432,nan,nan,nan,nan,nan,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,2964.12,0.00025,0.38964,0.0029,0.26559,0,0.60612,0.55053,0.55866,0.39936,0.03647,0.18521,0.02289,0.04345,nan,nan,nan,nan,nan,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,2983.89,0.00025,0.3884,0.00288,0.26444,0,0.59693,0.55541,0.55772,0.3993,0.03776,0.18689,0.02343,0.04439,nan,nan,nan,nan,nan,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,3003.59,0.00025,0.38449,0.0029,0.26494,0,0.59587,0.55532,0.55474,0.39765,0.03706,0.18487,0.02294,0.04248,nan,nan,nan,nan,nan,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,3023.3,0.00025,0.38323,0.00287,0.26374,0,0.59812,0.55468,0.55806,0.39889,0.04005,0.19469,0.02527,0.04467,nan,nan,nan,nan,nan,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,3042.99,0.00026,0.38057,0.00286,0.26182,0,0.59464,0.55745,0.55728,0.39865,0.03929,0.19061,0.02532,0.04403,nan,nan,nan,nan,nan,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,3062.75,0.00026,0.37747,0.00285,0.2612,0,0.59405,0.56095,0.55911,0.40029,0.03881,0.18725,0.02491,0.04512,nan,nan,nan,nan,nan,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,3082.4,0.00025,0.37382,0.00284,0.26048,0,0.59039,0.56786,0.56037,0.40104,0.03957,0.18498,0.02456,0.04421,nan,nan,nan,nan,nan,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,3102.06,0.00025,0.37237,0.00283,0.26009,0,0.58603,0.56681,0.55539,0.39746,0.04088,0.19465,0.02558,0.04541,nan,nan,nan,nan,nan,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,3121.77,0.00025,0.36727,0.00282,0.25864,0,0.5875,0.56719,0.55837,0.39993,0.03833,0.18008,0.02448,0.04394,nan,nan,nan,nan,nan,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,3141.43,0.00026,0.36851,0.00281,0.25791,0,0.60137,0.55649,0.55964,0.40004,0.03861,0.18931,0.02477,0.04476,nan,nan,nan,nan,nan,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,3161.09,0.00026,0.36842,0.0028,0.2573,0,0.59214,0.56242,0.55835,0.3993,0.03838,0.1863,0.02373,0.04316,nan,nan,nan,nan,nan,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,3180.77,0.00025,0.36392,0.0028,0.2575,0,0.60465,0.55245,0.55975,0.39968,0.03692,0.17819,0.02252,0.0424,nan,nan,nan,nan,nan,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,3200.38,0.00025,0.36272,0.00279,0.25666,0,0.59287,0.5606,0.55716,0.3988,0.03811,0.17734,0.02325,0.0432,nan,nan,nan,nan,nan,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,3220.06,0.00026,0.36037,0.00277,0.25653,0,0.58993,0.56591,0.55866,0.3996,0.03776,0.1795,0.02324,0.04264,nan,nan,nan,nan,nan,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,3239.7,0.00026,0.35912,0.00277,0.25634,0,0.59173,0.56575,0.55792,0.39908,0.03908,0.18164,0.02395,0.04349,nan,nan,nan,nan,nan,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,3259.37,0.00026,0.35552,0.00276,0.25478,0,0.59842,0.55755,0.55783,0.39896,0.03895,0.1791,0.02376,0.04317,nan,nan,nan,nan,nan,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,3278.97,0.00025,0.35186,0.00274,0.25397,0,0.59311,0.56231,0.55619,0.39799,0.03909,0.17718,0.02381,0.04421,nan,nan,nan,nan,nan,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,3298.59,0.00025,0.356,0.00275,0.25323,0,0.5982,0.55458,0.55357,0.39598,0.03948,0.18623,0.02421,0.04451,nan,nan,nan,nan,nan,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,3318.22,0.00025,0.35208,0.00273,0.25263,0,0.59191,0.55973,0.55455,0.39672,0.03989,0.18423,0.0243,0.0446,nan,nan,nan,nan,nan,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,3337.85,0.00025,0.34674,0.00273,0.25253,0,0.59334,0.55824,0.55707,0.39742,0.03966,0.17711,0.02403,0.04418,nan,nan,nan,nan,nan,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,3357.4,0.00026,0.34855,0.00272,0.25177,0,0.60075,0.55267,0.55759,0.39773,0.04161,0.18697,0.02535,0.04539,nan,nan,nan,nan,nan,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,3377.08,0.00025,0.34714,0.00271,0.25092,0,0.59307,0.5599,0.55732,0.39847,0.03892,0.17135,0.02356,0.04438,nan,nan,nan,nan,nan,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,3396.76,0.00025,0.34234,0.00269,0.24983,0,0.59817,0.55931,0.55835,0.39876,0.03935,0.17755,0.02408,0.04471,nan,nan,nan,nan,nan,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,3416.39,0.00026,0.34113,0.00269,0.24987,0,0.59674,0.55996,0.55695,0.39766,0.03777,0.17294,0.02296,0.04327,nan,nan,nan,nan,nan,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,3435.97,0.00026,0.33972,0.00269,0.24881,0,0.59662,0.55984,0.55836,0.39855,0.03824,0.16985,0.02308,0.04278,nan,nan,nan,nan,nan,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,3455.54,0.00026,0.34014,0.00268,0.24881,0,0.60425,0.55089,0.55831,0.39867,0.03989,0.17954,0.02429,0.04422,nan,nan,nan,nan,nan,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,3475.02,0.00025,0.33594,0.00267,0.24732,0,0.59882,0.55773,0.55854,0.39812,0.04109,0.18827,0.02516,0.04539,nan,nan,nan,nan,nan,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,3494.65,0.00025,0.33892,0.00268,0.24873,0,0.5939,0.56143,0.5569,0.39749,0.03986,0.17623,0.02404,0.04451,nan,nan,nan,nan,nan,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,3514.21,0.00025,0.33322,0.00266,0.24748,0,0.59442,0.56223,0.55849,0.39865,0.03857,0.16951,0.02317,0.04409,nan,nan,nan,nan,nan,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,3533.8,0.00025,0.33163,0.00265,0.24607,0,0.6057,0.55279,0.55762,0.39757,0.03835,0.1678,0.02307,0.04394,nan,nan,nan,nan,nan,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
